ID,ItemType,SubType,Set,Name (EN),Name (JP),Name (Tr),Description (EN),Description (JP),Description (Tr),Summary (EN),Summary (JP),Summary (Tr)
240,Item,Consumable,Healing,Divine Blessing,女神の祝福,Blessing of the goddess,"Holy water from Goddess Gwynevere. Fully restore HP and undo irregularities.\nThe Goddess of Sunlight Gwynevere, daughter of the great Lord of Sunlight Gwyn, is cherished by all as the symbol of bounty and fertility.\n\n\n",女神グウィネヴィアの祝福の聖水 ＨＰを全回復し、異常を癒す\n太陽の光の女神として知られるグウィネヴィアは 偉大なる太陽の光の王グウィンの娘であり 豊穣と恵みの象徴として、ひろく人々に愛されている,"Totally recover the holy water HP blessing of the goddess Guwinevia, as a symbol of Guwinevia is the daughter of the light of the king Gwynne of the great sun fertility and grace, which is known as the goddess of light of \ n the sun to heal abnormal, widely love to people be",Fully restore HP and undo irregularities,ＨＰを全回復し、異常を癒す,"Totally recover HP, heal the abnormal"
260,Item,Consumable,Status,Green Blossom,緑花草,Midorihanakusa,"Green weed, shaped like a flower. Temporary boost to stamina recovery speed.\nThis uniquely bitter, biting herb is sometimes harvested in large quantities, but normally it is an annual plant found near water.",大輪の花のような緑の草 一時的に、スタミナの回復速度を上げる\n独特の苦味と刺激に特徴のある草本 その効果により大量に栽培されることもあるが 本来は水辺に自生する一年草である,"The green of the grass temporary, such as a large flower, one may also be grown in large quantities by herbaceous its effect characterized by the stimulus and \ n unique bitter taste to increase the recovery rate of stamina but originally native to the waterside there is an annual grass",Temporary boost to stamina recovery speed,一時的に、スタミナの回復速度を上げる,"Temporarily, increase the recovery rate of stamina"
270,Item,Consumable,Status,Bloodred Moss Clump,血赤の苔玉,Kokedama of blood red,"Medicinal red moss clump. Reduces bleeding build-up.\nBleeding builds up when attacked by sharp blades or spikes, and once triggered causes severe damage. Use this moss clump before it reaches this point.",薬効のある赤色の苔玉 出血の蓄積を減らす\n出血は、鋭い刃やトゲの攻撃により蓄積し 発生すると大きなダメージとなる そうなる前に、この苔玉を使うとよい,"Reduce the accumulation of red kokedama bleeding medicinal \ n bleeding before Naru so a great damage when accumulated caused by sharp edges or spines attacks, may use this kokedama",Reduces bleeding build-up,出血の蓄積を減らす,Reduce the accumulation of bleeding
271,Item,Consumable,Status,Purple Moss Clump,毒紫の苔玉,Moss ball of poison purple,"Medicinal purple moss clump. Reduces poison build-up. Cures poison.\nPoison builds up in the body, and when it breaks out, it causes gradual damage over a period of time. Poison can be exasperating, so be certain to carry the needed quantity of these moss clumps when destined for an afflicted area.",薬効のある紫色の苔玉 毒の蓄積を減らし、毒状態を解除する\n毒は体に蓄積し、発生すると毒状態となり しばらくの間ダメージを与え続ける\n毒は非常に厄介であり それが予想される場所に向かうのならば この苔玉を用意しておいて損はない,"Reduce the accumulation of purple kokedama poison medicinal, \ n poisons released poison state accumulates in the body, \ n poison continuing damage while it to occur poison state is very cumbersome it there is no loss in advance to prepare the moss ball if you are headed to the expected location",Reduces poison build-up. Cures poison.,毒の蓄積を減らし、毒状態を解除する,"Reduce the accumulation of toxins, releases the poisoned"
272,Item,Consumable,Status,Blooming Purple Moss Clump,毒紫の花苔玉,Of poison purple flower kokedama,"Potently medicinal moss clump with a flower. Reduces poison and toxin. Restores status.\nToxin is a more vicious form of poison which quickly leads to death.\nMoss clumps without a flower are useless against toxin, and a lack of these moss clumps could lead to an early demise.",強い薬効のある花付きの苔玉 毒や猛毒の蓄積を減らし、状態を解除する\n猛毒は毒の一種であるが その効果は強く、すぐに死を招く\n花無しは猛毒にまったく無力であり この花苔玉の有無が生死を分けることも多い,"Strong efficacy of certain reduce the accumulation of moss ball poisons and deadly poison with flowers, it is \ n deadly poison to release the state strongly but its effect is a kind of poison, \ n flower without immediately lead to death is completely helpless in the deadly poison in it is often difference between life and death existence of this flower moss ball",Reduces poison and toxin. Restores status.,毒および猛毒の蓄積を減らし、状態を解除する,Reduce the accumulation of toxins and highly toxic and releases the state
274,Item,Consumable,Status,Purging Stone,解呪石,Solution curse stone,"Ash-colored stone encasing a skull. Secret treasure of Arstor, the Earl of Carim. Reduces curse build-up and breaks curse.\nHumans are helpless against curses, and can only redirect their influence. The Purging Stone does not dispel curses, but receives them as a surrogate. The stone itself was once a person or some other being.",半ば頭骨が溶け込んだ灰色の石 カリム伯アルスターの秘宝の１つ 呪いの蓄積を減らし、呪死状態を解除する\n人は呪いに対し無力であり それを逸らすことしかできない\n解呪石もまた、呪いを逸らす先でしかなく それは人、ないし人だった何かなのだろう,"Reduce the accumulation of one curse of stone Karim Earl of Ulster Treasures of the mid-skull took dissolved gray, \ n people to release the curse death state is powerless to the curse also \ n solution curse stone that can only divert it in addition, there is only in the previous divert the curse it is people, or probably something was a man",Reduces curse build-up and breaks curse,呪いの蓄積を減らし、呪死状態を解除する,"Reduce the accumulation of curse, releases the curse death state"
275,Item,Consumable,Status,Egg Vermifuge,たまごくだし,Egg drop-off,"Bitter, sour chestnut. Removes parasitic egg from body.\nThe egg-bearers have chosen to serve the Flame of Chaos, and the eggs symbolize this selfless choice.\nNaturally, these chestnuts are forbidden, but are allowed under special circumstances.",苦すっぱいドングリ 体に寄生したたまごを取り除く\nたまご背負いとは 自ら進んで混沌の炎に仕えんとする者たちであり たまごはその象徴である\n故にこのドングリは禁断の実ですらあるが 何処にも、禁忌が許される理由はあるものだ,"Bitter is sour acorn body to get rid of parasitic eggs \ n willingly backpack The egg is a person who, and does serve the flames of chaos egg \ n therefore this acorn is the symbol or even a forbidden fruit, but where to be, why contraindications are allowed's a thing",Removes parasitic egg from body,体に寄生したたまごを取り除く,Remove the parasitic eggs in the body
280,Item,Consumable,Weapon,Repair Powder,修理の光粉,Light powder of repair,"Lightly enchanted golden powder. Repairs weapon equipped in right hand.\nUse of a weapon depletes its durability, eventually rendering it ineffective.\nRepair Powder is a precious method of repair on the battlefield, as it obviates the need for a Repairbox.\n\n\n\n\n",弱い魔力を帯びた金属粉 右手の武器を修理する\n武器は使用により耐久度が落ちていき 一定値以下になるとその効果は大きく落ちる\n修理箱を必要としないこの粉は 戦場で武器を修理できる貴重な手段となる,To repair the metal powder right hand weapon tinged with weak magic \ n weapons and endurance degree will be less than a certain value fell by use weapons that effect does not require a \ n repair box to fall significantly this powder is on the battlefield a valuable tool that can be repaired,Repairs weapon equipped in right hand,右手の武器を修理する,To repair the right hand of weapons
290,Item,Consumable,Projectile,Throwing Knife,投げナイフ,Throwing knives,"Throwing knife. Used as a projectile.\nThrowing knives have limited range and accuracy compared to arrows, but offer a quick-and-easy ranged attack.\nUndead who lack other means of ranged attacks will do well to stock a few of these.",投擲用のナイフ 敵に投げつける\n弓などに比べ飛距離は短く、精度も低いが 簡単に間接攻撃ができるアイテム\nこれ以外に間接攻撃手段がないようであれば 備えとして持っておくのもよいだろう,"Distance compared to such as \ n bow throwing the knife enemy for throwing is short, even for the accuracy is also low should have as a long as there is no indirect attack means in addition to the items \ n This can be easily indirect attack It would be good",Throwing knife. Used as a projectile.,投擲用のナイフ。敵に投げつける,Knife for throwing. Hurl the enemy
291,Item,Consumable,Projectile,Poison Throwing Knife,毒投げナイフ,Poison throwing knives,"Throwing knife. Coated with poison.\nThrowing knives have limited range and accuracy compared to arrows, but offer a quick-and-easy ranged attack.\nWhen a foe is poisoned, it will continually take damage over a period of time.\n",投擲用のナイフ 刃に毒が塗られており、敵に投げつける\n弓などに比べ飛距離は短く、精度も低いが 簡単に間接攻撃ができるアイテム\n敵を毒状態にすることができれば しばらくダメージを与え続けることができる,"Throwing poison have been painted on the knife blade for the flight distance than are \ n bow throwing the enemy is short, accuracy is also low, but the item \ n enemy that can easily indirect attack for a while if it is possible to poison state You can continue to damage",Throwing knife. Coated with poison.,投擲用のナイフ。刃に毒が塗られている,Knife for throwing. Poison has been painted to the blade
292,Item,Consumable,Projectile,Firebomb,火炎壷,Flame pot,"Bisque urn filled with black powder. Explodes, inflicting fire damage.\nRelatively powerful ranged weapon, especially in situations calling for fire damage. A very precious item at low levels.\nMany warriors use these to augment their strategic repertoire.",火薬の詰められた素焼きの壷 爆発して炎ダメージを与える\n比較的威力の大きい間接攻撃であり また炎ダメージが有効な場面もあるため 特に低レベルでは貴重なアイテムである\nこれを愛用し、戦術に組み込む戦士も多い,"\ N favorite this is a valuable item, especially at low levels for large indirect attack a is also flame damage of \ n relatively power to give the fire damage and pot explosion of unglazed packed with gunpowder there is also a valid scene and, warriors often incorporated into tactics","Explodes, inflicting fire damage",爆発して炎ダメージを与える,It gives the flame damage by explosion
293,Item,Consumable,Projectile,Dung Pie,糞団子,Feces dumpling,"Atrocious fecal waste material. Throw at enemy to build up toxins, but also builds up your toxicity.\nAlthough the stench makes it difficult to carry on one's person, turning an enemy toxic inflicts high damage over a period of time.",瑞々しい排泄物。大便 敵に投げつけ、猛毒を蓄積していくが 自分にも猛毒が蓄積していく\n臭いも強く、あまり持ち歩きたくない類だが 敵を猛毒状態にすることができれば しばらく大ダメージを与え続けることができる,"Fresh excrement. Threw in stool enemy, but continue to accumulate toxic to be stronger \ n smell the deadly poison is accumulating their own, can continue to give large damage for some time if you can but kind you do not want too much carry to the enemy to toxic state it can","Turns enemy toxic, but also affects player",敵を猛毒状態にするが、自分も影響を受ける,"The enemy to the toxic state, but subject to their influence"
294,Item,Consumable,Projectile,Alluring Skull,誘い頭蓋,Invitation skull,"A skull with meekly lingering souls. Throw to shatter and spread souls to attract certain types of enemies.\nSouls are a concentration of life, and the life-starved Hollows are lured by its power. Not effective for all enemies.",わずかなソウルが残った頭蓋骨 投げつけることでそのソウルをばら撒き 一部の敵を誘い寄せる\nソウルとは生命の象徴であり それに餓えた亡者などを誘い寄せるが すべての敵に有効なわけではない,"The slight Seoul remaining \ n Seoul the Seoul skull hurling it gather invite some of the enemy were plated rose is a symbol of life gather invites such as dead was hungry to it, but do not take effect for all of the enemy",Attracts certain types of enemies,一部の敵を誘い寄せる,Gather invite part of the enemy
296,Item,Consumable,Projectile,Lloyd's Talisman,ロイドの護符,Lloyd of amulet,"Talisman utilized by Allfather Lloyd's cleric knights to hunt down the Undead. Blocks Estus recovery within a limited area.\nIn the outside world, the Undead are accursed creatures, and Lloyd's cleric knights are widely praised for their Undead hunts. This blessed talisman blocks Undead recovery, allowing the knights to fight with impunity.\n\n",主神ロイドの騎士が不死人を狩るときの道具 効果範囲内でエストによる回復をできなくする\n人の世界では、不死人は呪われた化け物であり 不死を狩るロイドの騎士は英雄ですらある\nその英雄は、この祝福された護符により 不死の回復だけを封じ、正々堂々と戦うのだ,"In the world of tools effect \ n people to not be able to recover by Est within the range of when the knight of the chief god Lloyd hunt the immortal person, Knight of Lloyd immortality people hunt is a monster that cursed immortality is even a hero \ n the hero, sealed only the recovery of immortality by this blessed amulets, fight fair and square",Prevents Estus recovery within a limited area,効果範囲内でエストによる回復をできなくする,It can not be a recovery by Est within the effect range
297,Item,Consumable,Projectile,Black Firebomb,黒い火炎壺,Black flame pot,"Black bisque urn filled with black powder. Explodes, inflicting fire damage.\nPowerful ranged weapon, especially in situations calling for fire damage. A very precious item at low levels.\nBlack Firebombs are especially destructive.",火薬の詰められた黒い素焼きの壷 爆発して炎ダメージを与える\n威力の大きい間接攻撃であり また炎ダメージが有効な場面もあるため 特に低レベルでは貴重なアイテムである\n特に黒い火炎壷は、通常のものより威力が大きい,"Is a valuable item \ n especially black flame pot, especially at low levels for large indirect attack a is also flame damage of \ n power to give the black unglazed fire damage to pot explosion packed with gunpowder there is also a valid scene has a greater power than those of normal","Explodes, inflicting fire damage",爆発して炎ダメージを与える,It gives the flame damage by explosion
310,Item,Consumable,Weapon,Charcoal Pine Resin,炭松脂,Charcoal pine resin,"Black charcoal-like pine resin. Applies fire to right-hand weapon.\nAffected weapon inflicts fire damage for a short time. Particularly effective against corporeal creatures and Undead, who have an instinctual fear of fire.",炭のような黒い松脂 右手の武器に炎をまとわせる\nその武器は一時的に炎属性の攻撃力を得 生身の不死人や獣など 炎を恐れる生物に特に有効となる,"It is particularly effective in organisms that fear the black turpentine right hand of weapons to give the attack power of \ n the weapon temporarily flame attribute to clothe the flame flesh and blood of the immortal people and beasts such as flames, such as charcoal",Applies fire to right-hand weapon,右手の武器に炎をまとわせる,To clothe the flame on the right hand side of the weapon
311,Item,Consumable,Weapon,Gold Pine Resin,黄金松脂,Golden pine resin,"Rare pine resin which emits golden sparks. Applies lightning to right-hand weapon.\nAffected weapon inflicts rare lightning damage, making it effective against targets which are resilient to both magic and fire. Very effective against dragon family foes.",黄金の光を放つとても珍しい松脂 右手の武器に雷をまとわせる\nその武器は珍しい雷属性の攻撃力を得 魔法や炎に強い対象にも有効となる 特に竜族には、大きな威力を発揮するだろう,"In particular dragon group becomes effective also in strong target in \ n magic and fire its weapons obtained an attack force of rare lightning to clothe the thunder in very rare pine resin right hand of weapon that emits a golden light, a major advantage will do",Applies lightning to right-hand weapon,右手の武器に雷をまとわせる,To clothe the thunder on the right hand side of the weapon
312,Item,Consumable,Status,Transient Curse,一時の呪い,Curse of the temporary,"Limb of the victim of a curse. Temporary curse allows engagement with ghosts.\nThe only way to fight back against ghosts, who are cursed beings, is to become cursed oneself. The safest method, however dreadful, is to cut off an arm of the dead.",呪われて死んだ者の腕 一時的に呪死状態となり、亡霊と戦えるようになる\n亡霊は呪われた存在であり それと戦うには自らも呪われる他はない 最も安全に呪われる方法があるのなら 死者の腕を切る冒涜も仕方ないだろう,"It is cursed to become that it's arm temporarily curse death state that dead, \ n ghost that will let fight the ghost is the presence cursed way to be cursed also the other is not the most secure in that cursed themselves to fight it blasphemy would also not be helped off the arm of if there's dead",Temporary curse allows engagement with ghosts,一時的に呪死状態となり、亡霊と戦えるようになる,"Temporarily become a curse death state, so fight with ghosts"
313,Item,Consumable,Weapon,Rotten Pine Resin,腐れ松脂,Rot pine resin,"Rotten pine resin that has gained poison. Adds poison effect to right-hand weapon.\nHits with affected weapon build up enemy poison level. If enemy is poisoned, damage will be inflicted for a period of time.",腐敗して毒性をもった松脂 右手の武器に毒効果を付与する\nその武器の攻撃は敵に毒を蓄積し 毒状態にすることができれば しばらくダメージを与え続けることができる,Corrupt of \ n the weapon to grant a poison effect to the arms of pine resin right hand with a toxic attack can be to accumulate the poison in enemy poison state continue to provide for a while damage if possible,Adds poison effect to right-hand weapon,右手の武器に毒効果を付与する,To give poison effect on the right hand side of the weapon
330,Item,Consumable,,Homeward Bone,帰還の骨片,Bone pieces of feedback,"Bone fragment reduced to white ash. Return to last bonfire used for resting.\nBonfires are fueled by bones of the Undead. In rare cases, the strong urge of their previous owner's to seek bonfires enchants their bones with a homeward instinct.",燃え尽き、白い灰となった骨片 最後に休息した篝火に戻る\n篝火の薪は不死人の骨であり その骨は稀に帰還の魔力を帯びる 骨となって尚、篝火に惹かれるのだ,"Burnout, firewood \ n bonfire back to the bonfire, which was resting on the bone pieces last became white ash is still become a bone to take on the magic of is that bone is rarely return the bones of the immortal person, he is attracted to the bonfire",Return to last bonfire rested at,最後に休息した篝火に戻る,Back to the last bonfire you rest
350,Item,Consumable,Healing,Humanity,人間性,Human nature,"Rare tiny black sprite found on corpses Use to gain 1 humanity\nThis black sprite is called humanity, but little is known about its true nature. If the soul is the source of all life, then what distinction is left for humanity?",稀に死体に見られる小さな黒い精 使用により人間性１を得る\nこの黒い精もまた人間性と呼ばれるが 詳しいことは分かっていない ソウルが生命すべての源であるなら 人のみにある人間性とはなんなのか？,"And humanity rare in Seoul, but called the \ n This black seminal also human nature get the humanity 1 by a small black fine use found in the dead body does not know detailed it is only the people if it is the source of all life or what thing is?",Use to gain humanity,使用により人間性を得る,Get the human nature by the use
370,Item,Consumable,Projectile,Prism Stone,七色石,Rainbow stone,"Warm pebble emitting a beautiful phasing aura of seven colors, with a very rare eighth.\nThe rainbow stone does nothing special, but can serve as a path marker, and can be dropped off a cliff to judge height by the sound of its descent. If a loud noise is heard upon its landing, then a fall off the ledge is surely lethal.\n\n\n",綺麗な輝きを放つ温かな石ころ その色は七つに変わり、珍しい八色目もあるという\n特別な効果はないが、地面に置けば道標となり また落下音から崖の高さを推し量ることもできる\n崖下に投げて大きな音が響くとしたら 飛び降りれば確実な死が待っているだろう,"Warm stones that color that gives off a beautiful glow changes to seven, there is no \ n special effect that there is also a rare eight color, it is also possible to guess the height of the cliff from the signpost and will also fall sound if you put in the ground will be certain death is waiting if \ n throwing under the cliff Tobiorire When you have a big sound echoes",Path marker. Drop and listen to check heights.,道標となり、落下音から崖の高さを推し量る,"Become a guidepost, I guess the height of the cliff from falling sound"
371,Item,Tool,,Binoculars,遠眼鏡,telescope,"Binoculars made of brass. Use to peer at distant scenery.\nThis advanced device was built by a famous craftsman of Astora. Its utility is singular, but its applications many.\nThe value of these specs depends greatly on the imagination of their owner.",真鍮でできた双眼の遠眼鏡 遠くの景色が大きく見える\nアストラの名工の手になる、非常に進んだ道具 できることは単純だが、使い方はいろいろあり 持つ者によってその価値は大きく変わる,"Views of the distant telescope of the binocular is in the hands of master craftsman of big look \ n Astra made of brass, is simple can be very tool advanced, but the usage varies greatly its value by those who have There are many",Use to peer at distant scenery,遠くの景色が大きく見える,It looks big views of the distant
372,Item,Multiplayer,Covenant,Affidavit,宣誓符,Oath marks,"Slip sold by bishop of Velka, Goddess of Sin Annul a covenant without committing sin\nA covenant is a most sacred union, normally not subject to negotiation, but when circumstances require it, even Goddess Velka will make an exception.\n",罪の女神ベルカの司祭が売っている符 あらゆる誓約を、罪なく破棄できる\n誓約とは本来至極神聖なものであり それを尋常に破棄することなどできないが 何処にも事情はあり、ベルカはそれを承認する,"The marks every pledge priest of the sin of the goddess Belka is sold, there are circumstances anywhere can not be such as to be extraordinary to destroy it are those inherently extremely sacred and \ n pledge that can be sin without destroying, Belka is to approve it",Annul a covenant without committing sin,あらゆる誓約を、罪なく破棄できる,"Any pledge, can be discarded without sin"
373,Item,Multiplayer,Covenant,Indictment,告罪符,Tsugezaifu,"Slip sold by bishop of Velka, Goddess of Sin. If you are killed by an invader, use this to report the crime of that trespasser.\nThe indicted player will be added to a list of unfortunate souls who will one day face the wrath of the Blades of the Darkmoon.",罪の女神ベルカの司祭が売っている符 他世界からの侵入者に殺されたとき その侵入者の罪を告発する\n告発された者は罪人録に載り いつか暗月の刃に倒れるだろう,It will fall to the blade of someday Kratky rests on the sinner book sin when the priest of the goddess Belka was killed in the intruder from marks another world that sells accuse the sins of the intruder \ n accused person,Report trespass of invader,侵入者の罪を告発する,Accusing the sins of intruder
374,Item,Multiplayer,Covenant,Souvenir of Reprisal,復讐の証,Proof of revenge,"Blood-drained, shrunken ear. Souvenir taken for subduing the guilty.\nThe knights called the Blades of the Darkmoon punish the guilt-soaked offenders of the Gods and take this as proof of their conquest. The earless corpses of the guilty will be left behind as a warning to others, inspiring both fear and respect for the Gods. Such is the eternal mandate of the Dark Sun.",血が抜けて縮んだ耳 倒れた罪人から切り取られたもの\n暗月の剣の騎士たちは、神々の敵たる罪人を誅し その証としてこれを持ち帰る\n耳のない罪人の死体は恐怖の対象となる 人々は復讐の刃を知り、もって神々を敬うだろう それが、陰の太陽の永の使命なのだ,"Knights of the sword of \ n Kratky that blood has been cut from the sinner fallen ear shrunken missing is, gods enemy serving as a sinner the CANCEL sinner of the corpse no \ n ear to bring this as the proof of the fear people to be of interest to know the blade of revenge, with will honor the gods it is, he a permanent mission of the shadow of the sun",Souvenir taken for subduing the guilty,罪人を誅した証,Proof that CANCEL sinners
375,Item,Multiplayer,Covenant,Sunlight Medal,太陽のメダル,Medal of the sun,"This faintly warm medal, engraved with the symbol of the Sun, is the ultimate honor, awarded to shoe who summon the Warrior of Sunlight and complete a goal.\nThe symbol represents Lord Gwyn's firstborn, who lost his deity status and was expunged from the annals. But the old God of War still watches closely over his warriors.\n",太陽のホーリーシンボルが刻まれたメダル 太陽の戦士を召喚し、目的を達成した皆に贈られる わずかに熱を帯びた、なによりの名誉の証\nシンボルの主、太陽の光の長子は すべての記録と共に神を追われて久しいが いまだ戦神として、戦士たちを見守っている,"All summoned medals sun warrior Holy symbol has been carved of the sun, tinged with slight heat which is given to everyone who achieved the purpose, of above all the honor of testimony \ n symbol main, of the sun light firstborn as long, but God still war being chased God together with the recording of, are watching the warriors",A badge of the ultimate honor,なによりの名誉の証,Above all the honor of testimony
376,Item,Other,,Pendant,ペンダント,pendant,"This faintly warm medal, engraved with the symbol of the Sun, is the ultimate honor, awarded to shoe who summon the Warrior of Sunlight and complete a goal.\nThe symbol represents Lord Gwyn's firstborn, who lost his deity status and was expunged from the annals. But the old God of War still watches closely over his warriors.\n",何の効果もないただのペンダント\nだが辛い旅には むしろあたたかい思い出が必要なのだ,I needed rather warm memories to be not just a pendant \ n But painful journey no effect,No effect,何の効果もない,No effect
377,Item,Tool,Dragon Stone,Dragon Head Stone,竜頭石,Crown stone,"Stone imbued with the power of the dragons. Rite of apostles of the ancient dragons. Gain head of dragon. Emit dragon breath.\nThe dragon apostles seek transcendence of life itself, attainable by transformation into an ancient dragon. This rite is only one step, but it cannot be reversed until death.\n",朽ちぬ古竜の力を宿した石 古竜に祈り、近づこうとする超越者たちの秘儀 人頭を竜のそれとし、竜のブレスを吐く\n超越者の目指すものは、生命の超越であり そのために古竜の完全な似姿を得ることである この秘儀はその入口にすぎないが その変態効果は死ぬまで解けることはない,"Prayer in stone old dragon harboring the old dragon of a force which is not rotten, and with that of the dragon the Arcane capitation of transcendental who to be approaching, aims of \ n transcendental who spit dragon breath is the transcendence of life Yes its the Arcane is to obtain a complete likeness of the old dragon in order is not only the entrance will not be solved until the transformation effect will die",Gain dragon head and emit dragon breath,人頭を竜のそれとし、竜のブレスを吐く,"The human head and that of the dragon, spit dragon breath"
378,Item,Tool,Dragon Stone,Dragon Torso Stone,竜体石,Dragon body stone,"Stone imbued with the power of the dragons. Rite of apostles of the ancient dragons. Gain torso of dragon. Roar like a dragon.\nThe dragon apostles seek transcendence of life itself, attainable by transformation into an ancient dragon. This rite is only one step, but it cannot be reversed until death.\n\n\n",朽ちぬ古竜の力を宿した石 古竜に祈り、近づこうとする超越者たちの秘儀 人体を竜のそれとし、竜の咆哮をなす\n超越者の目指すものは、生命の超越であり そのために古竜の完全な似姿を得ることである この秘儀もそのためのものであり その変態効果は死ぬまで解けることはない,"Prayer in stone old dragon harboring the old dragon of a force which is not rotten, and you and Arcane human body of transcendental who to the that of the dragon approaching, the aims of the \ n transcendental who made the dragon roar, be a transcendental life should not be able to solve until the transformation effect will die one for the even the Arcane it is to obtain a complete likeness of the old dragon for the",Gain dragon torso and roar like a dragon,人体を竜のそれとし、竜の咆哮をなす,"The human body and that of the dragon, make the dragon roar"
380,Item,Other,,Rubbish,ゴミクズ,Gomikuzu,Rubbish with no value. Who in their right mind would bother carrying this around? Perhaps you need help.,何の価値もないゴミクズ 何を考えてこんなものを持ち歩いているのか 常人であれば理解に苦しむだろう,Would be difficult to understand if it is to do ordinary people are carrying around such a thing also no Gomikuzu what you think anything of value,Has no value,何の価値もない,There is nothing of value
381,Item,Other,,Copper Coin,銅の硬貨,Copper coins,"Coin made of copper. Its face shows Old Man McLoyf, god of medicine and drink.\nEven coins of great value in the world of men have little value in Lordran, where the accepted currency is souls.\nThose who dream of returning to the outside world are fond of carrying these around.",銅で作られた硬貨 中央は酒と薬の神、マクロイフ親父の横顔である\n人の世界ではそれなりに価値のある銅貨も ソウルが貨幣のロードランではあまり意味がない\nそれでもそれを捨てられないのは いつか人の世界に帰る希望からだろうか,"God of the coin center made of copper alcohol and drugs, reasonably valuable copper coin and Seoul is discarded it \ n still much sense is not in Rodoran of money in the Makuroifu of \ n who is a profile of the father world or will the hope of someday returning to the world of people of no",Copper coin of Old Man McLoyf,銅で作られたマクロイフ親父の硬貨,Makuroifu father of coins made of copper
382,Item,Other,,Silver Coin,銀の硬貨,Silver coins,"Coin made of silver, with a portrait of the legendary Knight King Rendal on its face.\nEven coins of great value in the world of men have little value in Lordran, where the accepted currency is souls.\nThose who dream of returning to the outside world are fond of carrying these around.",銀で作られた硬貨 中央は伝説の騎士王レンドルの肖像である\n人の世界では価値の高い銀貨も ソウルが貨幣のロードランではあまり意味がない\nそれでもそれを捨てられないのは いつか人の世界に帰る希望からだろうか,Someday people of coins center made of silver is valuable in the world of \ n who is a portrait of the Knight King Lendl legendary silver coins and Seoul can not throw it away \ n still much sense is not a Rodoran of money I wonder from hope to return to the world,Silver coin of Knight King Rendal,銀で作られた騎士王レンドルの硬貨,Coins made knights of King Lendl in silver
383,Item,Other,,Gold Coin,金の硬貨,Gold coins,"Coin made of gold, with Allfather Lloyd and his white halo shown on its face.\nEven coins of great value in the world of men have little value in Lordran, where the accepted currency is souls.\nThose who dream of returning to the outside world are fond of carrying these around.",金で作られた硬貨 中央は主神ロイドと彼の白い光輪である\n人の世界ではきわめて価値の高い金貨も ソウルが貨幣のロードランではあまり意味がない\nそれでもそれを捨てられないのは いつか人の世界に帰る希望からだろうか,Coin center made of gold chief god Lloyd and his white one a is \ n person of extremely high value gold coins in the world halo and Seoul can not throw it away \ n still much sense is not a Rodoran of money someday I wonder from hope to return to the world of people,Gold coin of Allfather Lloyd,金で作られた主神ロイドの硬貨,Chief god Lloyd of coins made of gold
384,Item,Key,,Peculiar Doll,おかしな人形,Funny doll,"A strange doll in strange dress.\nThere once was an abomination who had no place in this world. She clutched this doll tightly, and eventually was drawn into a cold and lonely painted world.",あまり見ない奇妙な形、奇妙な格好の人形\nある伝承によれば、忌み者だけがこれを持ち 世界のどこにも居場所なく やがて冷たい絵画の世界に導かれるという,"Strange form that does not look too much, according to the doll \ n a tradition of strange looking, that only taboo person is led to the world of eventually cold painting without whereabouts anywhere in the world has this",A strange doll with strange dress,あまり見ない奇妙な形、奇妙な格好の人形,"Strange form that does not look too much, strange looking doll"
385,Item,Multiplayer,,Dried Finger,干からびた指,Dried up finger,"Dried finger with multiple knuckles.\nShriveled but still slightly warm. With this many knuckles, surely it cannot belong to anything human.",干からびた多節の指\nその指は干からびてなお温かく 節の数からも、通常の人の指ではないようだが…,"Also from the number of dried up finger \ n the finger of a multi-section dried up in The warm section, but it does not appear to be a normal human finger ...",Dried finger with multiple knuckles,干からびた多節の指,Dried up was of a multi-section finger
390,Item,Consumable,Fire Keeper Soul,Fire Keeper Soul,火防女の魂,Soul of Hiboon'na,"Soul of the Ash Maiden, Fire Keeper of Firelink Shrine.\nA Fire Keeper's soul is a draw for humanity, and held within their bosoms, below just a thin layer of skin, are swarms of humanity that writhe and squirm. Was the Ash Maiden locked in this dark prison for some transgression, or by her own will?",火継ぎの祭祀場の火防女、灰色の聖女の魂\n火防女の魂は人間性の憑代であり それは彼女たちの体においても変わらない あらゆる皮膚の下に無数の人間性が蠢き その姿は、大抵おぞましいものとなる\n彼女が暗い牢の虜囚となったのも あるいは自ら進んでのことだったのだろうか,"Ritual field of fire prevention woman of fire joint, the soul of the soul \ n Hiboon'na of gray of the saint is a spirit-dwelling object of human nature it is also a myriad of human nature under any skin that does not change Ugomeki in her our bodies that or appearance is, probably was \ n that of the even or himself willing she became a prisoner of the dark prison to be the ones most hideous",Boosts power of Estus Flask,エスト瓶の力を高めるという,Of increasing the power of Est bottle
